id,split,demo,category,sku,title,brand,list_price,condition_at_sale,catalog_image_url,scenario,reason_category,reason_text,days_since_purchase,edit_prompt,expected_identity,expected_grade,expected_defect,expected_action,expected_rule,image_file,bfl_request_id
DS037,train,False,laptop,B0CJBSM2C4,"Lenovo 2023 High Performance 14'' Full HD IPS Laptop, Intel i3-1115G4 Processor Up to 4.1GHz, 8GB RAM, 256GB SSD, Super-Fast 6th Gen WiFi, Windows 11 OS (Renewe",Lenovo,274.99,renewed,https://m.media-amazon.com/images/I/71qCtH2ALAL._AC_SL1498_.jpg,restock/boxed,packaging_damage,"Box was dented on arrival, product untouched.",55,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on an anti-static blue mat on a workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. It sits next to its crushed, torn retail box; the laptop itself is clean and undamaged.",match,A,packaging_only,RESTOCK,max EV among allowed,ds_DS037.jpg,7c26a831-509e-46f6-a60c-a3193d8db580
DS038,test,False,laptop,B0BS69XVFY,"Lenovo Thinkpad 13 Laptop 13.3"" FHD (1920x1080) IPS Business Laptop, Intel 7th gen Celeron 3865U, 16GB DDR4 RAM, 256GB SSD, Webcam, Window 10 pro (Renewed)",Lenovo,149.9,renewed,https://m.media-amazon.com/images/I/61Ir-k3HbPL._AC_SL1500_.jpg,restock/intact,cosmetic,"Ordered the wrong color, it's like new.",48,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop itself is clean and undamaged.",match,A,none,RESTOCK,max EV among allowed,ds_DS038.jpg,b1b49a1a-3f74-4de4-b443-6b121cb441c8
DS039,train,False,laptop,B0C4LYK4D6,"HP Flagship 15.6"" HD Chromebook Laptop for Students, Intel Pentium Quad-Core Processor, 8GB RAM, 192GB Storage(64GB eMMC + 128GB SD Card), Webcam, WiFi, Zoom Me",HP,248.65,new,https://m.media-amazon.com/images/I/71I8xysIrPL._AC_SL1500_.jpg,restock/boxed,packaging_damage,"Box was dented on arrival, product untouched.",25,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. It sits next to its crushed, torn retail box; the laptop itself is clean and undamaged.",match,A,packaging_only,RESTOCK,max EV among allowed,ds_DS039.jpg,09afb40b-d39d-4504-90b5-4a1208e142eb
DS040,train,False,laptop,B0BW9RWCP9,"Lenovo 2023 Newest Ideapad 1i 14"" HD Ultra-Light Laptop, Intel Pentium N5030 4-Core(Beat N4020), 4GB RAM, 128GB Storage, Stereo Speakers, Up to 10 Hours, WiFi, ",Lenovo,209.99,new,https://m.media-amazon.com/images/I/718V28DwSjL._AC_SL1500_.jpg,restock/intact,cosmetic,"Ordered the wrong color, it's like new.",25,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a grey steel inspection table under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop itself is clean and undamaged.",match,A,none,RESTOCK,max EV among allowed,ds_DS040.jpg,cd2cf2a2-2a9c-43ad-8ba1-343fc27ba9ae
DS041,train,False,headphones,B0C5ZC7FWR,"Sony WH-1000XM5 Wireless Industry Leading Headphones with Auto Noise Canceling Optimizer, Crystal Clear Hands-Free Calling, and Alexa Voice Control, Midnight Bl",Sony,398.0,new,https://m.media-amazon.com/images/I/61juFYGuTPL._AC_SL1500_.jpg,escalate/unverifiable_claim,functional,Won't turn on at all.,34,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a scuffed stainless-steel workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The pair of headphones itself is clean and undamaged.",match,A,functional,ESCALATE,R3a unverifiable_high_value_claim,ds_DS041.jpg,7ea54a2e-f157-4049-bd01-9fea3e4535bd
DS042,train,False,headphones,B0BRT1ZN7Q,"SENNHEISER HD 660S2 - Wired Audiophile Stereo Headphones with Deep Sub Bass, Optimized Surround, Transducer Airflow, Vented Magnet System and Voice Coil – Black",Sennheiser Consumer Audio,499.95,new,https://m.media-amazon.com/images/I/71orcWeKkpL._AC_SL1500_.jpg,escalate/unverifiable_claim,functional,Battery dies within an hour.,52,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a grey steel inspection table under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The pair of headphones itself is clean and undamaged.",match,A,battery,ESCALATE,R3a unverifiable_high_value_claim,ds_DS042.jpg,7a82473e-4825-45e4-9903-43592b75402d
DS043,train,False,headphones,B0BWK3TW8T,"Sony WH-CH720N Noise Canceling Wireless Headphones Bluetooth Over The Ear Headset with Microphone and Alexa Built-in, Black New",Sony,148.0,new,https://m.media-amazon.com/images/I/51rpbVmi9XL._AC_SL1200_.jpg,escalate/swap,functional,"Doesn't work properly, want a refund.",50,"Photo taken at a warehouse returns dock: a cheap unbranded knock-off pair of headphones of a clearly different design and color (not the product in the reference image) lying on a flattened brown cardboard box under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays.",mismatch,-,-,ESCALATE,R1 identity_mismatch,ds_DS043.jpg,98b65ebf-3a7a-444a-9e69-95785eb4db8c
DS044,train,False,headphones,B0CJCNBNDD,"SAMVEK Bone Conduction Bluetooth Headphones with Mic, Noise Canceling, Built-in Qualcomm 3024 Chip, Wireless Open Ear Headset with Boom Microphone","ShenZhen YuYuanTong Technology Co.,Ltd",89.88,new,https://m.media-amazon.com/images/I/51U27u5ZL-L._AC_SL1500_.jpg,escalate/swap,functional,"Defective, stopped working.",28,"Photo taken at a warehouse returns dock: a cheap unbranded knock-off pair of headphones of a clearly different design and color (not the product in the reference image) lying on a scuffed stainless-steel workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays.",mismatch,-,-,ESCALATE,R1 identity_mismatch,ds_DS044.jpg,8a6c5ab3-c007-4e87-bf62-3dda59260105
DS045,test,False,headphones,B0BL16VNVD,"Bone Conduction Bluetooth Headphones with Mic, Open Ear Headset with Boom Microphone, Noise Canceling, Wireless Earphones for Home Office,Conference,Trucker,Onl",9 DIGITAL,59.99,new,https://m.media-amazon.com/images/I/51YNdNZjGIL._AC_SL1500_.jpg,refurbish/cosmetic,physical_damage,The ear cushion ripped and the headband is scuffed.,13,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. One ear cushion is torn open exposing the foam and the headband padding is scuffed.",match,C,cosmetic,REFURBISH,max EV among allowed,ds_DS045.jpg,81e48f5b-34e0-4510-8ed8-933be889c377
DS046,train,False,headphones,B0BYXKT3TQ,Beats by Dr. Dre Solo3 Wireless On-Ear Headphones - Black (Renewed Premium),Beats,139.0,renewed,https://m.media-amazon.com/images/I/51AH2bftXPL._AC_SL1000_.jpg,refurbish/cosmetic,physical_damage,Cushion tore after a week of use.,38,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. One ear cushion is torn open exposing the foam and the headband padding is scuffed.",match,C,cosmetic,REFURBISH,max EV among allowed,ds_DS046.jpg,d27087e3-5843-412b-8708-7c4115f533d2
DS047,train,False,headphones,B0BRQNJG7X,Audio-Technica ATH-M50xSTS-USB StreamSet Streaming Headset,Audio-Technica,169.0,new,https://m.media-amazon.com/images/I/71z0PBgouvL._AC_SL1500_.jpg,refurbish/cosmetic,physical_damage,The ear cushion ripped and the headband is scuffed.,55,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a flattened brown cardboard box under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. One ear cushion is torn open exposing the foam and the headband padding is scuffed.",match,C,cosmetic,REFURBISH,max EV among allowed,ds_DS047.jpg,5e9f5291-ebdc-4dbe-996c-2c4ca8f9d555
DS048,train,False,headphones,B0BSJT6S1P,"ISOtunes FREE 2.0 Listen Only: True Wireless Bluetooth Hearing Protection, No Microphone (For Workplace Compliance), Improved 25 dB Noise Reduction Rating, 79 d",ISOtunes,119.99,new,https://m.media-amazon.com/images/I/51e7DcxlQVL._AC_UL1500_.jpg,refurbish/cosmetic,physical_damage,Cushion tore after a week of use.,48,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. One ear cushion is torn open exposing the foam and the headband padding is scuffed.",match,C,cosmetic,REFURBISH,max EV among allowed,ds_DS048.jpg,b34fe3f9-1491-4907-a9b7-3bdcc5dbaa57
DS049,train,False,headphones,B0BZVPVXWT,"AHOKEGE Open Ear Clip-on Earbuds Wireless Bluetooth Headphones for Android iPhone, Earbud & in-Ear Headphones, Bluetooth 5.3 Earbuds for Workout/Running/Exercis","Shenzhen Uniwins Technology Co., Ltd",18.99,new,https://m.media-amazon.com/images/I/617+3zwdr0L._AC_SL1500_.jpg,liquidate/wrecked,physical_damage,Fell down the stairs and broke apart.,46,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The headband is snapped in two and one ear cup hangs loose by its wire.",match,D,cosmetic,LIQUIDATE,max EV among allowed,ds_DS049.jpg,c6a8cf04-d19e-4563-aebf-a3fde6d54122
DS050,train,False,headphones,B0BX352HPF,NUTRIG Bone Conduction Headphones Open Ear Headphones Bluetooth 5.3 Sport Headphones with Mic Wireless Sweat Resistant Headset for Running Cycling Driving Gym W,NUTRIG,21.99,new,https://m.media-amazon.com/images/I/51zmX2n30hL._AC_SL1500_.jpg,liquidate/wrecked,physical_damage,"Dropped from a height, it's destroyed.",12,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The headband is snapped in two and one ear cup hangs loose by its wire.",match,D,cosmetic,LIQUIDATE,max EV among allowed,ds_DS050.jpg,12316a57-8064-4434-b803-902ceb3df414
DS051,train,False,headphones,B0CC5GJ7ML,"Bubbacare Bone Conduction Headphones Open Ear Headphones Bluetooth 5.0 Sports Wireless Earphones with Built-in Mic, Sweat Resistant Headset for Running, Cycling",Bubbacare,26.99,new,https://m.media-amazon.com/images/I/51jIPIdMzWL._AC_SL1500_.jpg,liquidate/wrecked,physical_damage,"Dropped from a height, it's destroyed.",12,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a grey steel inspection table under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The headband is snapped in two and one ear cup hangs loose by its wire.",match,D,cosmetic,LIQUIDATE,max EV among allowed,ds_DS051.jpg,585faf56-4b8e-4ae3-a04c-dc5fdd0e482b
DS052,train,False,headphones,B0C42D5T7Z,"Aiwa Bone Conducting Wireless Headphones - Open-Ear Wireless Bluetooth 5.0 Sports Headphones, 6 Hours Playtime, IPX5 Waterproof Earphones for Gym, Running, Hiki",Aiwa,28.33,new,https://m.media-amazon.com/images/I/61juA6oQegL._AC_SL1500_.jpg,liquidate/wrecked,physical_damage,"Dropped from a height, it's destroyed.",3,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a scuffed stainless-steel workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The headband is snapped in two and one ear cup hangs loose by its wire.",match,D,cosmetic,LIQUIDATE,max EV among allowed,ds_DS052.jpg,73b0cd50-29d2-4c9e-992c-e3cb8cac7b5f
DS053,test,True,headphones,B0BWK6B2T4,"Sony WH-CH520 Wireless Headphones Bluetooth On-Ear Headset with Microphone, Blue New",Sony,38.0,new,https://m.media-amazon.com/images/I/41JACWT-wWL._AC_SL1200_.jpg,return_to_vendor/intact,functional,Left side has no sound.,12,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The pair of headphones itself is clean and undamaged.",match,A,functional,RETURN_TO_VENDOR,max EV among allowed,ds_DS053.jpg,c2350fad-53e8-4070-9b27-2187201de5b1
DS054,train,False,headphones,B0CBKXDH9T,"Guudsoud Bone Conduction Headphones Bluetooth,Wireless Open Ear Headphones,Sports Headset Waterproof Sweatproof with Mic Induction Conducting Earphones for Runn",Guudsoud,37.95,new,https://m.media-amazon.com/images/I/51w-2vrKPmL._AC_SL1500_.jpg,return_to_vendor/intact,functional,Left side has no sound.,8,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a flattened brown cardboard box under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The pair of headphones itself is clean and undamaged.",match,A,functional,RETURN_TO_VENDOR,max EV among allowed,ds_DS054.jpg,ec5f0045-6550-4edc-b62b-1ddd40c7a0b6
DS055,train,False,headphones,B0CJ9H5SKV,"tapaxis E7 Active Noise Cancelling Headphones Wireless Bluetooth Headphones Over The Ear Headphones, Wireless Headphones Noise Cancelling Bluetooth Wireless Ove",Tapaxis,29.99,new,https://m.media-amazon.com/images/I/61E0oQ8xonL._AC_SL1500_.jpg,return_to_vendor/intact,functional,Bluetooth keeps disconnecting every few minutes.,23,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The pair of headphones itself is clean and undamaged.",match,A,functional,RETURN_TO_VENDOR,max EV among allowed,ds_DS055.jpg,4a2505c8-a3ce-4a90-a1b8-38ecd7a6c49b
DS056,train,False,headphones,B0CH8LSCMQ,"phonicgrid Active Noise Cancelling Headphones Over Ear Wireless Headphones Bluetooth Headphones with Microphone, Comfortable ANC Over Ear Headphones Wireless Bl",Phonicgrid,29.99,new,https://m.media-amazon.com/images/I/61Y-ZMD-C3L._AC_SL1500_.jpg,return_to_vendor/intact,functional,Bluetooth keeps disconnecting every few minutes.,8,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on an anti-static blue mat on a workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The pair of headphones itself is clean and undamaged.",match,A,functional,RETURN_TO_VENDOR,max EV among allowed,ds_DS056.jpg,ed521e79-1f40-44d7-99b2-187ff1fe0b11
DS057,train,False,headphones,B09ZYJ4RGD,HoomKid Adjustable Foldable and Customizable Children's Wired Headphones with Volume Limit (85dB) Ages 3 to 10,Hoom,39.9,new,https://m.media-amazon.com/images/I/71V5NSnA4lL._AC_SL1500_.jpg,restock/boxed,packaging_damage,"Box was dented on arrival, product untouched.",44,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on an anti-static blue mat on a workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. It sits next to its crushed, torn retail box; the pair of headphones itself is clean and undamaged.",match,A,packaging_only,RESTOCK,max EV among allowed,ds_DS057.jpg,8d70b748-1331-476a-9430-1c4154cc3970
DS058,train,False,headphones,B0C33G6WN5,"Bone Conduction Headphones - Open-Ear Sport Bluetooth Headset - IPX8 Waterproof Swimming Headphones - Sweat Resistant Earphones for Workouts Swimming,Hiking, Cy",Moiunbead,39.99,new,https://m.media-amazon.com/images/I/71VzaZ9aoGL._AC_SL1500_.jpg,restock/intact,cosmetic,"Ordered the wrong color, it's like new.",60,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a grey steel inspection table under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The pair of headphones itself is clean and undamaged.",match,A,none,RESTOCK,max EV among allowed,ds_DS058.jpg,c9e1b0c0-b630-4906-9a81-d351057f247c
DS059,train,False,headphones,B0BRXQ7D9K,Newly Premium Bone Conduction Open-Ear Sport Headphones — Noise Cancelling Earphones - Built-in Mic Sweat Resistant Earphones for Workouts and Running with Deep,Urban Nirvana,45.0,new,https://m.media-amazon.com/images/I/51c9xCzzRwL._AC_SL1182_.jpg,restock/boxed,packaging_damage,"Outer packaging was torn in shipping, never used.",28,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on an anti-static blue mat on a workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. It sits next to its crushed, torn retail box; the pair of headphones itself is clean and undamaged.",match,A,packaging_only,RESTOCK,max EV among allowed,ds_DS059.jpg,18a9492e-4680-47bf-8d8d-37eca1123246
DS060,train,False,headphones,B082QXT39S,Sony RF400 Wireless Home Theater Headphones (2-Pack) w/Deco Gear Accessories Bundle,Sony,199.99,new,https://m.media-amazon.com/images/I/61j+VO4GZKL._AC_SL1000_.jpg,restock/intact,cosmetic,"Ordered the wrong color, it's like new.",9,"Photo taken at a warehouse returns dock: the exact same pair of headphones from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The pair of headphones itself is clean and undamaged.",match,A,none,RESTOCK,max EV among allowed,ds_DS060.jpg,40eb2bf7-4be5-41ba-96a2-ac1cb0564d38
DS061,train,False,earbuds,B0BTHQLV6Y,"Bowers & Wilkins Pi7 S2 In-Ear True Wireless Earphones, Dual Hybrid Drivers, Qualcomm aptX Technology, Active Noise Cancellation, Works with Bowers and Wilkins ",Bowers & Wilkins,399.0,new,https://m.media-amazon.com/images/I/518b1o7eWDL._AC_SL1500_.jpg,escalate/unverifiable_claim,functional,Screen goes black after a few minutes.,6,"Photo taken at a warehouse returns dock: the exact same pair of wireless earbuds with its charging case from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The pair of wireless earbuds with its charging case itself is clean and undamaged.",match,A,functional,ESCALATE,R3a unverifiable_high_value_claim,ds_DS061.jpg,06f29810-237f-45a4-a426-1f6d702d538a
DS062,train,False,earbuds,B0BFW3RLZ7,"Bose QuietComfort Earbuds II, Wireless, Bluetooth, World’s Best Noise Cancelling In-Ear Headphones with Personalized Noise Cancellation & Sound, Midnight Blue -",Bose,249.0,new,https://m.media-amazon.com/images/I/61OjFJ2p1nL._AC_SL1500_.jpg,escalate/swap,functional,"Doesn't work properly, want a refund.",16,"Photo taken at a warehouse returns dock: a cheap unbranded knock-off pair of wireless earbuds with its charging case of a clearly different design and color (not the product in the reference image) lying on a scuffed stainless-steel workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays.",mismatch,-,-,ESCALATE,R1 identity_mismatch,ds_DS062.jpg,42fd14f4-0a5e-49a5-8c63-107e807fc244
DS063,train,False,earbuds,B0C691CH99,"PHILIPS GO A7607 Open-Ear Bone Conduction Bluetooth Headphones with Bluetooth Multipoint, IP66 Water-Resistant, Black",PHILIPS,199.99,new,https://m.media-amazon.com/images/I/61ZIX8O7seL._AC_SL1500_.jpg,escalate/swap,functional,"Doesn't work properly, want a refund.",10,"Photo taken at a warehouse returns dock: a cheap unbranded knock-off pair of wireless earbuds with its charging case of a clearly different design and color (not the product in the reference image) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays.",mismatch,-,-,ESCALATE,R1 identity_mismatch,ds_DS063.jpg,0aba0592-e909-433d-be87-8b0e64030a74
DS064,train,False,earbuds,B0BVG5L4KF,"OnePlus Buds Pro 2 - Obsidian Black - Audiophile-Grade Sound Quality Co-Created with Dynaudio, Best-in-Class ANC, Immersive Spatial Audio, Up to 39 Hour Playtim",OnePlus,146.99,new,https://m.media-amazon.com/images/I/71zYDBVeMYL._AC_SL1500_.jpg,escalate/swap,functional,Not working as described.,6,"Photo taken at a warehouse returns dock: a cheap unbranded knock-off pair of wireless earbuds with its charging case of a clearly different design and color (not the product in the reference image) lying on a flattened brown cardboard box under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays.",mismatch,-,-,ESCALATE,R1 identity_mismatch,ds_DS064.jpg,1deab01f-97f0-4d5c-a497-40f0d3fb1ab3
DS065,train,False,earbuds,B0CG171PBC,SYNTRAVA Wireless Earbuds Back Sport Earphones Bluetooth Headphones Over-Ear Buds with Earhooks Built-in Mic Headset[580-A2001],SYNTRAVA,169.99,new,https://m.media-amazon.com/images/I/71mRcM3XkmL._AC_SL1500_.jpg,refurbish/cosmetic,physical_damage,The charging case lid cracked when I dropped it.,39,"Photo taken at a warehouse returns dock: the exact same pair of wireless earbuds with its charging case from the reference image (same brand, model, shape and color) lying on a grey steel inspection table under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The charging case lid is cracked and deeply scratched; the earbuds themselves look fine.",match,C,cosmetic,REFURBISH,max EV among allowed,ds_DS065.jpg,76d0d88f-545a-425d-b2fd-d541b10faf65
DS066,train,False,earbuds,B0C1GHCMF5,"Sony WF-C700N Truly Wireless Noise Canceling in-Ear Bluetooth Earbud Headphones with Mic and IPX4 Water Resistance, White",Sony,98.0,new,https://m.media-amazon.com/images/I/41OcLE3qfBL._AC_SL1200_.jpg,refurbish/cosmetic,physical_damage,The charging case lid cracked when I dropped it.,26,"Photo taken at a warehouse returns dock: the exact same pair of wireless earbuds with its charging case from the reference image (same brand, model, shape and color) lying on a scuffed stainless-steel workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The charging case lid is cracked and deeply scratched; the earbuds themselves look fine.",match,C,cosmetic,REFURBISH,max EV among allowed,ds_DS066.jpg,de8e7eae-75a7-43c4-8ecc-c13baf50dcea
DS067,train,False,earbuds,B0C25Z6JXK,"LG Tone Flex Wireless Bluetooth Stereo Neckband Earbuds HBS-XL7-32-Bit Hi-Fi DAC, Meridian Audio,Google Assistant (Navy Blue)",LG,103.5,new,https://m.media-amazon.com/images/I/7137s7qToKL._AC_SL1500_.jpg,refurbish/cosmetic,physical_damage,The charging case lid cracked when I dropped it.,7,"Photo taken at a warehouse returns dock: the exact same pair of wireless earbuds with its charging case from the reference image (same brand, model, shape and color) lying on an anti-static blue mat on a workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The charging case lid is cracked and deeply scratched; the earbuds themselves look fine.",match,C,cosmetic,REFURBISH,max EV among allowed,ds_DS067.jpg,ebc139a7-a065-4a8e-8443-7c15dbac27bb
DS068,train,False,earbuds,B09ZTKXB5F,"AMAFACE Bone Conduction Headphones with Mic,Titanium Lightweight,Open Ear Headphones Noise Reduction Waterproof Wireless Bluetooth 5.0 Sport Headset for Running",AMAFACE,69.99,new,https://m.media-amazon.com/images/I/61YFOIa9osL._AC_SL1500_.jpg,refurbish/cosmetic,physical_damage,"Case is cracked, buds still work.",12,"Photo taken at a warehouse returns dock: the exact same pair of wireless earbuds with its charging case from the reference image (same brand, model, shape and color) lying on a scuffed stainless-steel workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The charging case lid is cracked and deeply scratched; the earbuds themselves look fine.",match,C,cosmetic,REFURBISH,max EV among allowed,ds_DS068.jpg,7bdceab5-f19d-4bbe-8448-ca39d5115cd0
DS069,test,True,earbuds,B0CFDZ8QPS,"Wireless Earbuds, Bluetooth 5.2 Headphones Mini Wireless in Ear with ENC Noise Cancelling Mic, 30H with HiFi Stereo IP7 Waterproof Earphones Air Buds Pro Touch ",CWNOTBHY,10.0,new,https://m.media-amazon.com/images/I/51xwzFSNqEL._AC_SL1500_.jpg,liquidate/wrecked,physical_damage,Fell down the stairs and broke apart.,41,"Photo taken at a warehouse returns dock: the exact same pair of wireless earbuds with its charging case from the reference image (same brand, model, shape and color) lying on a flattened brown cardboard box under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. One earbud is cracked open showing its insides and the charging case is filthy and chipped.",match,D,cosmetic,LIQUIDATE,max EV among allowed,ds_DS069.jpg,6f78f45f-dccc-40f0-ac7a-f7ac20bf4f3e
DS070,train,False,earbuds,B0BY4R572K,"Wireless Ear Clip Bone Conduction Headphones, 2023 New Open Ear Earbuds Wireless Bluetooth Earbuds, IPX5 Waterproof Ear Hook Bluetooth Headphones After Shock Bo",WIMCBLL,10.97,new,https://m.media-amazon.com/images/I/61goaIQr5rL._AC_SL1500_.jpg,liquidate/wrecked,physical_damage,"Crushed in a car door, totally broken.",10,"Photo taken at a warehouse returns dock: the exact same pair of wireless earbuds with its charging case from the reference image (same brand, model, shape and color) lying on a flattened brown cardboard box under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. One earbud is cracked open showing its insides and the charging case is filthy and chipped.",match,D,cosmetic,LIQUIDATE,max EV among allowed,ds_DS070.jpg,207ff19a-c313-4d95-90ae-6512082e8792
DS071,train,False,earbuds,B0C78JQYFV,"Apple Headphones Wired Earbuds with Lightning Connector [Apple MFi Certified] iPhone Headphones Wired, in-Ear Headphones for iPhone 14/13/12/11/SE/X/XS/8/7/Pad ",MLDAXXE,10.99,new,https://m.media-amazon.com/images/I/51GZGxDtY4L._AC_SL1500_.jpg,liquidate/wrecked,physical_damage,"Crushed in a car door, totally broken.",32,"Photo taken at a warehouse returns dock: the exact same pair of wireless earbuds with its charging case from the reference image (same brand, model, shape and color) lying on a grey steel inspection table under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. One earbud is cracked open showing its insides and the charging case is filthy and chipped.",match,D,cosmetic,LIQUIDATE,max EV among allowed,ds_DS071.jpg,1b73f15a-3429-4812-a4db-dab416a54221
DS072,train,False,earbuds,B0C6XGLJT8,"2 Pack-Apple Earbuds Headphones with 3.5mm Plug [Apple MFi Certified] Wired Earphones (Built-in Microphone & Volume Control) for iPhone,iPad,iPod,Computer,MP3/4",Fujimoto Dengyo,10.99,new,https://m.media-amazon.com/images/I/41nTrI9CWQL._AC_SL1002_.jpg,liquidate/wrecked,physical_damage,"Crushed in a car door, totally broken.",22,"Photo taken at a warehouse returns dock: the exact same pair of wireless earbuds with its charging case from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. One earbud is cracked open showing its insides and the charging case is filthy and chipped.",match,D,cosmetic,LIQUIDATE,max EV among allowed,ds_DS072.jpg,889c92c3-fd1a-4165-a36a-7c200e5be100
